name;lat;lon;id;gtfsid;gtfsname;gtfslat;gtfslon
Hyllinge Ettarpsvägen;55.623922277549;13.390232166206;81192;7416858;Hyllinge Ettarpsvägen;55.623950857294;13.390309489383
Tottarp Prästgårdsvägen;55.641946512015;13.156241500179;30042;7412474;Tottarp Prästgårdsvägen;55.641939047818;13.156305210979
Ausås Ausåsvägen;56.16593379774;12.888691315914;92209;7404087;Ausås Ausåsvägen;56.165935173627;12.888739427916
Ausås Spannarpsvägen;56.162080247279;12.899031774356;92208;7431430;Ausås Spannarpsvägen;56.162044225839;12.899018296651
Genarp busstn;55.599409900859;13.400181797288;81197;7401460;Genarp busstation;55.599437845959;13.40022737031
S Sandby busstn;55.717228352868;13.346797917245;81142;7400956;S Sandby busstation;55.717247054285;13.346828302793
Mossvägen;55.64507646393;13.098386659115;31018;7412536;Mossvägen;55.645077311639;13.098418028587
Ausås Ågård;56.157921508725;12.905593278515;92135;7431365;Ausås Ågård;56.157886241613;12.905611939264
Bauserödsvägen;56.017578801862;13.055005004356;14113;7435358;Bauserödsvägen;56.017544547733;13.05507144908
Eslöv Mossavägen;55.831197832912;13.301789044985;85181;7429399;Eslöv Mossavägen;55.831162406618;13.301807063758
Bjuv Sjukhusvägen;56.084475102626;12.896093389814;60018;7416557;Bjuv Sjukhusvägen;56.084518667136;12.896025683715
Malmö Cypressvägen;55.575289030772;13.046176023526;80604;7416311;Malmö Cypressvägen;55.575261191095;13.046129999239
Åhus Skalbaggevägen;55.934567528792;14.302883809681;90119;7430755;Åhus Skalbaggevägen;55.934603863463;14.302914379681
S Sandby Blåmesvägen;55.711371658023;13.332556627377;81137;7416839;Södra Sandby Blåmesvägen;55.711389723649;13.332555207795
