gtfsid,scbid,zip,city
7434317,0583,59153,Motala
7434318,0120,13043,Möja
7434319,1383,43232,Varberg
7434321,1383,43232,Varberg
7434322,1383,43253,Varberg
7434323,2021,78053,Nås
7434324,1383,43241,Varberg
7434325,1383,43253,Varberg
7434326,2081,78437,Borlänge
7434327,1383,43252,Varberg
7434328,1383,43252,Varberg
7434332,1383,43251,Varberg
7434334,1383,43250,Varberg
7434337,1383,43231,Varberg
7434338,1383,43240,Varberg
7434339,1383,43233,Varberg
7434340,1383,43233,Varberg
7434341,1383,43233,Varberg
7434342,1383,43232,Varberg
7434343,1383,43232,Varberg
7434349,1383,43237,Varberg
7434352,1383,43291,Varberg
7434353,1383,43291,Varberg
7434355,1383,43230,Varberg
7434356,1383,43230,Varberg
7434357,1383,43240,Varberg
7434358,1383,43250,Varberg
7434359,1383,43238,Varberg
7434360,1383,43250,Varberg
7434364,1383,43275,Träslövsläge
7434368,1383,43275,Träslövsläge
7434371,1383,43252,Varberg
7434372,2417,93592,Norsjö
7434373,2418,93072,Adak
7434374,2417,93693,Boliden
7434375,2417,93693,Boliden
7434376,2417,93591,Norsjö
7434377,2417,93591,Norsjö
7434378,0780,35233,Vaxjo
7434379,2417,93591,Norsjö
7434380,2417,93591,Norsjö
7434381,1480,42246,Gothenburg
7434382,0192,14991,Nynäshamn
7434383,2417,93591,Norsjö
7434384,2417,93591,Norsjö
7434395,1080,37045,Fågelmara
7434396,0188,76335,Hallstavik
7434397,0581,60364,Norrköping
7434398,0581,60365,Norrköping
7434399,1780,65341,Karlstad
7434400,1780,65464,Karlstad
7434408,2481,92141,Lycksele
7434409,2313,83070,Hammerdal
7434410,0781,34010,Lidhult
7434411,0781,34010,Lidhult
7434417,2417,93061,Bastuträsk
7434423,1489,44157,Alingsås
7434431,2417,93591,Norsjö
7434433,2418,93071,Rentjärn
7434434,0781,34010,Lidhult
7434436,2417,93055,Jörn
7434437,2417,93055,Jörn
7434439,2417,93055,Jörn
7434440,0120,13043,Möja
7434441,0120,13034,Skälvik
7434448,0136,13056,Utö
7434449,0136,13056,Utö
7434450,0138,10005,Stockholm
7434454,1780,66060,Molkom
7434455,0136,13054,Dalarö
7434456,0136,13054,Dalarö
7434457,0136,13055,Ornö
7434458,0136,13054,Dalarö
7434459,0136,13054,Dalarö
7434460,1780,65639,Alster
7434461,1782,68292,Filipstad
7434464,0136,13055,Ornö
7434465,1785,66140,Säffle
7434466,0136,14995,Nynäshamn
7434467,0136,13056,Utö
7434468,1785,66130,Säffle
7434471,0136,13054,Dalarö
7434473,0136,13054,Dalarö
7434475,0136,13055,Ornö
7434476,1214,26023,Kågeröd
7434478,0120,13465,Ingarö
7434481,1214,26833,Svalöv
7434482,0120,13039,Sandhamn
7434483,1231,23235,Arlöv
7434484,0180,11542,Stockholm
7434485,0180,11130,Stockholm
7434486,0180,11130,Stockholm
7434487,1265,27595,Sjöbo
7434488,1265,27033,Vollsjö
7434495,1265,27595,Sjöbo
7434498,0187,18531,Vaxholm
7434499,0187,18531,Vaxholm
7434501,1266,24297,Hörby
7434504,1277,26534,Åstorp
7434505,0187,18592,Tynningö
7434506,0187,18599,Ramsö
7434507,0187,18541,Oskar Fredriksborg
7434508,0187,18599,Ramsö
7434510,1384,43494,Vallda
7434512,0187,18599,Skogsön
7434513,0187,18599,Skogsön
7434515,0187,18591,Skarpö
7434517,0187,18594,Resarö
7434519,0187,18593,Karlsudd
7434520,0187,18541,Rindö Smedja
7434521,0186,18130,Lidingö
7434522,0186,18130,Lidingö
7434523,0187,18593,Vaxholm
7434526,0186,18130,Lidingö
7434529,0187,18592,Tynningö
7434531,1280,21844,Malmo
7434533,1281,22355,Lund
7434534,0188,76018,Yxlan
7434535,0188,76017,Blidö
7434536,0188,76018,Yxlan
7434537,0188,76017,Blidö
7434538,0188,76018,Yxlan
7434539,0188,76018,Yxlan
7434541,0188,76017,Blidö
7434543,0188,76018,Yxlan
7434544,0188,76018,Yxlan
7434546,0188,76019,Furusund
7434548,0188,76019,Furusund
7434550,1283,25466,Helsingborg
7434551,0188,76017,Blidö
7434552,1283,25466,Helsingborg
7434553,1283,26035,Ödåkra
7434554,1285,24136,Eslöv
7434557,1286,27160,Ystad
7434559,0188,76015,Gräddö
7434560,0188,76015,Gräddö
7434561,0188,76041,Arholma
7434562,1290,29163,Kristianstad
7434563,0188,76042,Björkö
7434564,1290,29692,Yngsjö
7434565,1290,29692,Yngsjö
7434568,0188,76015,Gräddö
7434569,1290,29197,Gärds Köpinge
7434571,0188,76019,Furusund
7434573,0188,76015,Gräddö
7434575,0188,76132,Norrtälje
7434576,0188,76194,Östernäs (Norrtälje)
7434580,0192,14995,Nynäshamn
7434583,0117,18463,Åkersberga
7434586,0117,18463,Åkersberga
7434588,1080,37045,Fågelmara
7434589,0117,18491,Åkersberga
7434590,0117,18470,Åkersberga
7434592,0117,18497,Ljusterö
7434594,0117,18497,Ljusterö
7434595,0117,18497,Ljusterö
7434596,0117,18497,Ljusterö
7434598,0117,18497,Ljusterö
7434599,0117,18497,Ljusterö
7434600,0117,18497,Ljusterö
7434602,0117,18497,Ljusterö
7434603,0117,18497,Ljusterö
7434606,1080,37045,Fågelmara
7434607,0117,13025,Ingmarsö
7434612,0117,18495,Ljusterö
7434618,0117,18491,Åkersberga
7434619,0117,18495,Ljusterö
7434623,0182,13335,Saltsjöbaden
7434624,0182,13152,Nacka Strand
7434625,0182,13239,Saltsjö Boo
7434626,0182,13237,Kummelnäs
7434629,0182,13247,Saltsjö Boo
7434631,0186,18165,Lidingö
7434633,0186,18130,Lidingö
7434636,0162,18270,Stocksund
7434637,0162,18260,Djursholm
7434646,1384,43962,Frillesås
7434657,0186,18139,Lidingö
7434659,0834,37045,Fågelmara
7434667,0834,38593,Torsås
7434702,1491,52339,Ulricehamn
7434704,0380,75323,Uppsala
7434714,0360,74373,Björklinge
7434721,0380,81595,Uppsala
7434722,2284,89130,Örnsköldsvik
7434723,2281,85753,Sundsvall
7434725,2284,89037,Gideå
7434726,0680,56139,Huskvarna
7434732,0881,38294,Nybro
7434740,1785,66141,Säffle
7434743,0182,13171,Nacka
7434744,0182,13173,Nacka
7434749,1384,43064,Hällingsjö
7434751,1384,43064,Hällingsjö
7434753,1780,65221,Karlstad
7434761,2583,95392,Salmis
7434768,0184,17065,Järva
7434770,0180,11451,Stockholm
7434777,0780,35234,Vaxjo
7434780,0780,35254,Vaxjo
7434782,0780,35251,Vaxjo
7434784,0780,35251,Vaxjo
7434786,0780,35251,Vaxjo
7434788,0780,35251,Vaxjo
7434790,0780,35251,Vaxjo
7434792,0780,35254,Vaxjo
7434794,0780,35255,Vaxjo
7434795,0780,35255,Vaxjo
7434796,0780,35254,Vaxjo
7434797,0780,35254,Vaxjo
7434800,0780,35251,Vaxjo
7434802,0780,35252,Vaxjo
7434803,0780,35252,Vaxjo
7434805,0780,35240,Vaxjo
7434807,0780,35240,Vaxjo
7434809,0780,35241,Vaxjo
7434811,0780,35241,Vaxjo
7434813,0780,35241,Vaxjo
7434815,0780,35241,Vaxjo
7434819,0780,35240,Vaxjo
7434822,0780,35251,Vaxjo
7434823,0780,35263,Vaxjo
7434825,0780,35241,Vaxjo
7434827,0780,35241,Vaxjo
7434829,0780,35242,Vaxjo
7434831,0780,35242,Vaxjo
7434834,0780,35242,Vaxjo
7434837,0780,35242,Vaxjo
7434838,0780,35242,Vaxjo
7434839,0780,35242,Vaxjo
7434841,2418,92040,Kristineberg
7434843,0780,35232,Vaxjo
7434844,0780,35232,Vaxjo
7434846,0780,35237,Vaxjo
7434848,0780,35231,Vaxjo
7434850,0780,35232,Vaxjo
7434852,0780,35231,Vaxjo
7434854,0780,35260,Vaxjo
7434856,0780,35260,Vaxjo
7434858,0780,35261,Vaxjo
7434859,1780,65460,Karlstad
7434860,0780,35261,Vaxjo
7434861,1780,65223,Karlstad
7434862,0780,35261,Vaxjo
7434864,0780,35262,Vaxjo
7434868,0780,35262,Vaxjo
7434869,1784,67132,Arvika
7434872,0780,35263,Vaxjo
7434873,1784,67194,Brunskog
7434874,0780,35263,Vaxjo
7434877,0780,35261,Vaxjo
7434878,1785,66140,Säffle
7434879,0780,35236,Vaxjo
7434880,1785,66131,Säffle
7434881,0780,35236,Vaxjo
7434882,1785,66131,Säffle
7434883,0780,35236,Vaxjo
7434884,2183,82141,Bollnäs
7434885,0780,35246,Vaxjo
7434886,2161,82735,Ljusdal
7434887,0780,35246,Vaxjo
7434888,2161,82040,Järvsö
7434889,0780,35246,Vaxjo
7434890,2161,82041,Färila
7434891,0780,35246,Vaxjo
7434893,0780,35246,Vaxjo
7434895,0780,35246,Vaxjo
7434896,0780,35245,Vaxjo
7434897,0780,35248,Vaxjo
7434898,2404,92292,Vindeln
7434899,0780,35244,Vaxjo
7434900,2480,90137,Umea
7434901,0780,35244,Vaxjo
7434902,2481,92131,Lycksele
7434903,0780,35232,Vaxjo
7434904,2481,92137,Lycksele
7434905,2481,92132,Lycksele
7434906,0780,35244,Vaxjo
7434907,2481,92135,Lycksele
7434908,0780,35244,Vaxjo
7434909,2481,92134,Lycksele
7434910,0780,35245,Vaxjo
7434912,0780,35233,Vaxjo
7434914,0780,35245,Vaxjo
7434915,2506,93090,Arjeplog
7434916,0780,35239,Vaxjo
7434917,1473,54593,Töreboda
7434918,0780,35245,Vaxjo
7434919,1473,54593,Töreboda
7434920,0780,35245,Vaxjo
7434921,1473,54590,Töreboda
7434922,0780,35243,Vaxjo
7434923,1473,54590,Töreboda
7434924,0780,35243,Vaxjo
7434925,1473,54590,Töreboda
7434926,0780,35243,Vaxjo
7434927,1473,54590,Töreboda
7434928,0780,35243,Vaxjo
7434929,0780,35239,Vaxjo
7434931,0780,35239,Vaxjo
7434932,1495,53292,Axvall
7434934,0780,35243,Vaxjo
7434935,1497,54494,Hjo
7434936,0780,35243,Vaxjo
7434938,1492,66231,Åmål
7434939,0780,35231,Vaxjo
7434941,0780,35233,Vaxjo
7434942,0184,17063,Järva
7434943,0780,35233,Vaxjo
7434944,0163,19162,Häggvik
7434945,0780,35238,Vaxjo
7434947,0780,35244,Vaxjo
7434949,0117,18494,Åkersberga
7434950,0380,75318,Uppsala
7434951,0780,35245,Vaxjo
7434952,0181,15392,Hölö
7434953,0780,35245,Vaxjo
7434954,1440,44373,Gråbo
7434955,0780,35249,Vaxjo
7434956,1440,44990,Nol
7434957,0780,35249,Vaxjo
7434959,0780,35591,Vaxjo
7434961,0780,35591,Vaxjo
7434963,0780,35236,Vaxjo
7434966,0780,35236,Vaxjo
7434968,0780,35246,Vaxjo
7434973,0780,35246,Vaxjo
7434974,0780,35246,Vaxjo
7434977,0780,35250,Vaxjo
7434978,0834,38598,Bergkvara
7434979,0780,35250,Vaxjo
7434981,0780,35250,Vaxjo
7434983,0780,35250,Vaxjo
7434984,0880,38894,Vassmolösa
7434985,0780,35250,Vaxjo
7434987,0780,35250,Vaxjo
7434989,0780,35250,Vaxjo
7434991,0780,35250,Vaxjo
7434993,0780,35250,Vaxjo
7434995,0780,35250,Vaxjo
7434997,0780,35250,Vaxjo
7434999,0780,35250,Vaxjo
7435000,0881,38030,Rockneby
7435001,0780,35250,Vaxjo
7435003,0780,35250,Vaxjo
7435004,0780,35250,Vaxjo
7435007,0881,38044,Alsterbro
7435009,0881,38044,Alsterbro
7435011,0780,35246,Vaxjo
7435012,0881,38044,Alsterbro
7435013,0780,35246,Vaxjo
7435014,0881,38044,Alsterbro
7435016,0881,38044,Alsterbro
7435017,0780,35246,Vaxjo
7435019,0780,35246,Vaxjo
7435020,0881,38040,Orrefors
7435024,0780,35246,Vaxjo
7435026,0881,38293,Nybro
7435028,0780,35246,Vaxjo
7435029,0881,38291,Nybro
7435030,0780,35246,Vaxjo
7435033,0780,35246,Vaxjo
7435035,0780,35246,Vaxjo
7435037,0780,35246,Vaxjo
7435038,0881,38294,Nybro
7435039,0881,38040,Orrefors
7435040,0881,38041,Gullaskruv
7435042,0780,35247,Vaxjo
7435043,0881,38041,Gullaskruv
7435044,0780,35240,Vaxjo
7435045,0881,38040,Orrefors
7435046,0780,35233,Vaxjo
7435048,0780,35240,Vaxjo
7435049,0881,38040,Orrefors
7435051,0881,38294,Nybro
7435052,0780,35233,Vaxjo
7435053,0881,38294,Nybro
7435054,0780,35242,Vaxjo
7435055,0881,38294,Nybro
7435056,0780,35241,Vaxjo
7435058,0780,35591,Vaxjo
7435060,0780,35241,Vaxjo
7435062,0780,35241,Vaxjo
7435066,0780,35242,Vaxjo
7435068,0780,35591,Vaxjo
7435070,0780,35243,Vaxjo
7435075,0780,35246,Vaxjo
7435076,0780,35244,Vaxjo
7435077,0780,35244,Vaxjo
7435079,0780,35239,Vaxjo
7435080,0780,35245,Vaxjo
7435083,0780,35246,Vaxjo
7435085,0881,38297,Örsjö
7435088,0780,35249,Vaxjo
7435089,0780,35239,Vaxjo
7435091,0780,35591,Vaxjo
7435092,0480,61165,Nykoping
7435093,0780,35245,Vaxjo
7435094,0480,64033,Bettna
7435095,0780,35245,Vaxjo
7435096,0480,61191,Nykoping
7435097,0780,35245,Vaxjo
7435098,0480,61195,Nykoping
7435099,0780,35249,Vaxjo
7435100,0780,35249,Vaxjo
7435101,0780,35245,Vaxjo
7435102,0780,35251,Vaxjo
7435103,0480,61138,Nykoping
7435110,0780,35261,Vaxjo
7435111,0780,35255,Vaxjo
7435112,0780,35254,Vaxjo
7435113,0780,35234,Vaxjo
7435114,0780,35233,Vaxjo
7435115,0780,35244,Vaxjo
7435118,0780,35261,Vaxjo
7435119,0780,35263,Vaxjo
7435120,0780,35230,Vaxjo
7435121,0780,35234,Vaxjo
7435122,0780,35240,Vaxjo
7435123,0780,35241,Vaxjo
7435124,0780,35241,Vaxjo
7435125,0780,35240,Vaxjo
7435126,0780,35239,Vaxjo
7435127,0780,35239,Vaxjo
7435128,0780,35243,Vaxjo
7435129,0780,35243,Vaxjo
7435130,0780,35243,Vaxjo
7435131,0780,35243,Vaxjo
7435134,0780,35244,Vaxjo
7435135,0780,35244,Vaxjo
7435136,0780,35244,Vaxjo
7435137,0780,35244,Vaxjo
7435138,0780,35245,Vaxjo
7435141,0780,35234,Vaxjo
7435143,0780,35235,Vaxjo
7435144,0780,35235,Vaxjo
7435147,0780,35235,Vaxjo
7435148,0780,35234,Vaxjo
7435149,0780,35234,Vaxjo
7435151,0780,35246,Vaxjo
7435154,2481,92199,Lycksele
7435158,0780,35252,Vaxjo
7435159,0780,35256,Vaxjo
7435161,0780,35252,Vaxjo
7435162,0780,35257,Vaxjo
7435163,0780,35245,Vaxjo
7435164,0780,35245,Vaxjo
7435165,0780,35249,Vaxjo
7435167,0780,35255,Vaxjo
7435168,0780,35255,Vaxjo
7435169,0780,35593,Vaxjo
7435171,0780,35262,Vaxjo
7435172,0780,35236,Vaxjo
7435174,0780,36040,Rottne
7435177,0780,35593,Vaxjo
7435179,0780,35592,Vaxjo
7435181,0780,35592,Vaxjo
7435183,0780,35592,Vaxjo
7435185,0780,35592,Vaxjo
7435187,0780,35592,Rottne
7435189,0780,36040,Rottne
7435191,0780,36040,Rottne
7435193,0780,36040,Rottne
7435194,0780,36040,Rottne
7435195,0780,36040,Rottne
7435197,0780,36042,Braås
7435201,0780,36042,Braås
7435203,0136,13650,Jordbro
7435204,0136,13650,Jordbro
7435205,0136,13650,Jordbro
7435206,0780,36042,Braås
7435208,0780,36073,Lenhovda
7435210,0780,36073,Lenhovda
7435212,0780,36042,Braås
7435214,0780,36042,Braås
7435216,0780,36042,Braås
7435218,0780,36042,Braås
7435220,0780,36042,Braås
7435223,0780,35592,Vaxjo
7435225,0780,35592,Vaxjo
7435227,0780,35592,Vaxjo
7435229,0780,35592,Vaxjo
7435230,0360,81065,Skärplinge
7435232,0780,35592,Vaxjo
7435234,0780,35592,Vaxjo
7435235,0191,19592,Märsta
7435236,0780,35592,Vaxjo
7435237,1737,68594,Vägsjöfors
7435238,1737,68594,Torsby
7435239,0780,35592,Vaxjo
7435241,0780,36042,Braås
7435244,0780,36042,Braås
7435247,0780,36040,Rottne
7435248,1781,68151,Kristinehamn
7435249,0780,36040,Rottne
7435251,0780,36040,Rottne
7435253,0780,36040,Rottne
7435254,1783,68050,Ekshärad
7435255,0780,36040,Rottne
7435256,1785,66140,Säffle
7435257,0780,36040,Rottne
7435258,1785,66140,Säffle
7435259,0780,36040,Rottne
7435260,1785,66140,Säffle
7435261,0780,36040,Rottne
7435263,0780,36040,Rottne
7435264,1785,66194,Säffle
7435265,0780,36040,Rottne
7435266,1785,66194,Säffle
7435267,0780,36040,Rottne
7435269,0780,35593,Vaxjo
7435271,0780,35593,Vaxjo
7435272,1785,66194,Säffle
7435273,0780,35593,Vaxjo
7435274,1785,66143,Säffle
7435275,0780,34264,Ör
7435276,1785,66143,Säffle
7435277,0780,34264,Ör
7435278,1785,66143,Säffle
7435279,1785,66143,Säffle
7435280,0780,34264,Ör
7435281,1785,66140,Säffle
7435282,0780,34264,Ör
7435284,0780,34264,Ör
7435286,0780,34264,Ör
7435289,0780,36040,Rottne
7435294,0780,36040,Rottne
7435295,2284,89151,Örnsköldsvik
7435296,0780,36040,Rottne
7435297,2284,89340,Köpmanholmen
7435298,0780,36040,Rottne
7435299,0780,36040,Rottne
7435300,2284,89138,Örnsköldsvik
7435301,0780,36030,Lammhult
7435303,0780,36030,Lammhult
7435304,0380,75309,Uppsala
7435305,0780,36030,Lammhult
7435307,0780,36030,Lammhult
7435309,0780,36030,Lammhult
7435310,2280,87133,Harnosand
7435311,2280,87151,Harnosand
7435312,0780,36030,Lammhult
7435314,0780,36030,Lammhult
7435315,2303,83076,Stugun
7435316,2303,83076,Stugun
7435320,0780,36030,Lammhult
7435322,0780,36030,Lammhult
7435323,2180,80645,Gavle
7435324,0780,36030,Lammhult
7435325,2182,82029,Stråtjära
7435326,2182,82692,Söderala
7435327,0662,33021,Reftele
7435328,0780,36040,Rottne
7435329,0780,36030,Lammhult
7435330,0120,13435,Gustavsberg
7435331,0780,36030,Lammhult
7435332,2481,91695,Örträsk
7435333,0780,36030,Lammhult
7435335,0780,34264,Ör
7435337,0780,34264,Ör
7435339,0780,34036,Moheda
7435341,0780,34264,Ör
7435343,0780,34264,Ör
7435345,0780,35594,Vederslöv
7435346,0834,37045,Fågelmara
7435347,0780,35594,Vederslöv
7435348,1080,37045,Fågelmara
7435349,0780,35593,Vaxjo
7435350,1214,26023,Kågeröd
7435351,0780,35593,Vaxjo
7435352,1214,26023,Kågeröd
7435353,0780,35593,Vaxjo
7435354,1214,26023,Kågeröd
7435355,0780,35593,Vaxjo
7435356,1214,26023,Kågeröd
7435357,0780,35593,Vaxjo
7435358,1214,26023,Kågeröd
7435359,0780,35593,Vaxjo
7435360,1214,26023,Kågeröd
7435361,0780,35595,Tävelsås
7435362,1214,26023,Svalöv
7435363,0780,35595,Tävelsås
7435364,1214,26023,Kågeröd
7435365,0780,35595,Tävelsås
7435366,1214,26890,Svalöv
7435368,0780,35595,Tävelsås
7435369,1214,26833,Svalöv
7435370,0780,35595,Tävelsås
7435371,1214,26021,Billeberga
7435372,0780,35595,Tävelsås
7435373,1214,26021,Billeberga
7435374,0780,35595,Tävelsås
7435375,1260,26051,Ekeby
7435376,0780,36014,Väckelsång
7435377,1260,26051,Ekeby
7435378,0780,36014,Väckelsång
7435380,0780,36014,Väckelsång
7435381,1260,26050,Billesholm
7435382,1260,26050,Billesholm
7435383,0780,36014,Väckelsång
7435384,1260,26050,Billesholm
7435385,0780,36014,Väckelsång
7435386,1260,26050,Billesholm
7435387,0780,36014,Väckelsång
7435390,1282,26191,Landskrona
7435391,0780,35596,Kalvsvik
7435393,0780,35596,Kalvsvik
7435394,1282,26151,Landskrona
7435395,0780,35596,Kalvsvik
7435396,1282,26135,Landskrona
7435397,0780,35594,Vederslöv
7435398,1283,26022,Tågarp
7435399,0780,35594,Vederslöv
7435400,1283,26022,Tågarp
7435401,1283,26022,Tågarp
7435402,0780,35593,Vaxjo
7435403,1283,26030,Vallåkra
7435404,0780,35593,Vaxjo
7435405,1283,26030,Vallåkra
7435406,0780,35593,Vaxjo
7435407,1283,26030,Vallåkra
7435408,0780,35591,Vaxjo
7435409,1283,26022,Tågarp
7435410,0780,36043,Åryd
7435412,0780,36043,Åryd
7435413,1292,26234,Ängelholm
7435414,0780,36043,Åryd
7435415,1080,37045,Fågelmara
7435417,0780,36051,Hovmantorp
7435418,1082,37433,Karlshamn
7435419,1082,37433,Karlshamn
7435420,0780,36051,Hovmantorp
7435421,1082,37432,Karlshamn
7435422,0780,36044,Ingelstad
7435424,0780,36044,Ingelstad
7435425,1083,29437,Sölvesborg
7435426,1083,29436,Sölvesborg
7435427,0780,36044,Ingelstad
7435428,0780,36044,Ingelstad
7435429,1083,29437,Sölvesborg
7435430,0780,36044,Ingelstad
7435431,1083,29437,Valjeviken
7435432,0780,36044,Ingelstad
7435433,1083,29436,Sölvesborg
7435435,1083,29435,Sölvesborg
7435436,0780,36014,Väckelsång
7435437,1083,29435,Sölvesborg
7435438,1083,29435,Sölvesborg
7435439,1083,29435,Sölvesborg
7435440,0780,36014,Väckelsång
7435442,0780,36014,Väckelsång
7435445,0780,36044,Ingelstad
7435447,0780,36044,Ingelstad
7435449,0780,36044,Ingelstad
7435451,0780,36044,Ingelstad
7435453,0780,36044,Ingelstad
7435455,0780,36044,Ingelstad
7435456,0780,36044,Ingelstad
7435457,2183,82011,Vallsta
7435458,0780,36044,Ingelstad
7435460,2180,80648,Gavle
7435461,0780,36047,Värends Nöbbele
7435462,2180,80293,Gavle
7435463,0780,36047,Värends Nöbbele
7435464,0780,36024,Linneryd
7435466,0780,36024,Linneryd
7435468,0780,36024,Linneryd
7435470,0780,35591,Vaxjo
7435472,0780,35591,Vaxjo
7435474,0780,36044,Ingelstad
7435476,0780,36044,Ingelstad
7435478,0780,36044,Ingelstad
7435480,0780,36044,Ingelstad
7435482,0780,36044,Ingelstad
7435484,0780,36044,Ingelstad
7435486,0780,36044,Ingelstad
7435488,0780,36044,Ingelstad
7435490,0780,36032,Gemla
7435492,0780,36032,Gemla
7435494,0780,36032,Gemla
7435496,0780,36032,Gemla
7435499,0780,36032,Gemla
7435501,0780,36032,Gemla
7435503,0780,36032,Gemla
7435505,0780,36032,Gemla
7435507,0780,35593,Vaxjo
7435508,2284,89395,Sidensjö
7435509,0780,35592,Vaxjo
7435510,2284,89196,Arnäsvall
7435511,0780,35594,Vederslöv
7435512,2284,89195,Arnäsvall
7435513,0780,36051,Hovmantorp
7435515,0780,36030,Lammhult
7435516,2281,86333,Sundsbruk
7435518,2284,89035,Husum
7435519,0780,36014,Väckelsång
7435520,0780,36014,Väckelsång
7435521,0780,35596,Kalvsvik
7435522,0780,35596,Kalvsvik
7435525,0780,35593,Vaxjo
7435526,0780,36030,Lammhult
7435527,0780,36030,Lammhult
7435531,0780,36014,Väckelsång
7435532,0780,36044,Ingelstad
7435533,0780,35593,Vaxjo
7435534,0780,35593,Vaxjo
7435535,0780,36030,Lammhult
7435536,0780,36030,Lammhult
7435537,0780,36032,Gemla
7435538,0780,35593,Vaxjo
7435539,0780,36032,Gemla
7435542,0780,36040,Rottne
7435543,0780,36040,Rottne
7435544,0780,36040,Rottne
7435545,0780,36042,Braås
7435546,0780,35592,Vaxjo
7435547,2284,89195,Arnäsvall
7435548,2284,89195,Arnäsvall
7435551,2284,89161,Örnsköldsvik
7435557,2280,87140,Harnosand
7435560,2281,86336,Sundsbruk
7435580,0764,34234,Alvesta
7435592,0764,34293,Alvesta
7435594,0764,34293,Alvesta
7435599,0764,34036,Moheda
7435601,0764,34037,Torpsbruk
7435603,0764,34037,Torpsbruk
7435604,0764,34037,Torpsbruk
7435606,0764,34262,Moheda
7435610,0764,34260,Moheda
7435612,0764,34260,Moheda
7435615,0764,34261,Moheda
7435617,0764,34261,Moheda
7435619,0764,34261,Moheda
7435621,0764,34263,Moheda
7435623,0764,34263,Moheda
7435625,0764,34263,Moheda
7435627,0764,34260,Moheda
7435629,0764,34263,Moheda
7435631,0764,34263,Moheda
7435633,0764,34292,Alvesta
7435635,0764,34230,Alvesta
7435637,0764,34230,Alvesta
7435642,0764,34232,Alvesta
7435645,0764,34232,Alvesta
7435646,0862,36191,Emmaboda
7435647,0764,34232,Alvesta
7435648,0862,36194,Eriksmåla
7435649,0764,34232,Alvesta
7435650,0862,36194,Eriksmåla
7435651,0764,34232,Alvesta
7435653,0764,34232,Alvesta
7435655,0764,34233,Alvesta
7435656,0862,36194,Eriksmåla
7435657,0764,34230,Alvesta
7435658,0862,36194,Eriksmåla
7435659,0862,36191,Emmaboda
7435660,0764,34234,Alvesta
7435661,0862,36191,Emmaboda
7435662,0764,34292,Alvesta
7435663,0862,36193,Broakulla
7435665,0764,34234,Alvesta
7435674,0764,34293,Alvesta
7435676,0764,34293,Alvesta
7435678,0764,34293,Alvesta
7435680,0764,33017,Rydaholm
7435682,0764,34232,Alvesta
7435683,0862,36153,Broakulla
7435685,0764,34252,Vislanda
7435686,2422,92072,Blattnicksele
7435688,0764,34250,Vislanda
7435690,0764,34251,Vislanda
7435692,0764,34252,Alvesta
7435694,0764,34252,Vislanda
7435697,0764,34032,Grimslöv
7435699,0764,35594,Vederslöv
7435700,0881,38294,Nybro
7435701,0881,38294,Nybro
7435702,0881,38294,Nybro
7435703,0764,34032,Grimslöv
7435704,0680,55614,Jonkoping
7435705,0764,34032,Grimslöv
7435707,0764,34032,Grimslöv
7435709,0764,34030,Vislanda
7435711,0764,34030,Vislanda
7435714,0764,34253,Lönashult
7435716,0764,34032,Grimslöv
7435718,0764,34032,Grimslöv
7435720,0764,34032,Grimslöv
7435722,0764,34032,Grimslöv
7435724,0764,34032,Grimslöv
7435726,0764,34032,Grimslöv
7435728,0764,34032,Grimslöv
7435730,0764,34032,Grimslöv
7435732,0764,34032,Grimslöv
7435734,0764,34032,Grimslöv
7435739,0764,34032,Grimslöv
7435740,0764,34032,Grimslöv
7435742,0764,34032,Grimslöv
7435744,0764,34032,Grimslöv
7435746,0764,34032,Grimslöv
7435749,0764,35597,Växjö
7435751,0665,56891,Skillingaryd
7435759,0764,34252,Vislanda
7435761,0764,34030,Vislanda
7435762,0305,74651,Bålsta
7435763,0764,34252,Vislanda
7435765,0764,34252,Vislanda
7435766,0305,74651,Bålsta
7435767,0764,34252,Vislanda
7435768,0305,74652,Bålsta
7435769,0764,34252,Vislanda
7435770,0305,74634,Bålsta
7435771,0764,34252,Vislanda
7435772,0305,74634,Bålsta
7435773,0764,34235,Alvesta
7435774,0305,74633,Bålsta
7435781,0764,34032,Grimslöv
7435783,0764,34252,Vislanda
7435785,0764,34252,Vislanda
7435787,0764,34252,Vislanda
7435788,2505,93081,Glommersträsk
7435789,0764,34036,Moheda
7435790,2417,93532,Norsjö
7435791,0764,34262,Moheda
7435793,0764,34295,Alvesta
7435794,2403,91693,Bjurholm
7435795,0764,34292,Alvesta
7435796,1785,66142,Säffle
7435797,0764,34036,Moheda
7435798,0764,34262,Moheda
7435799,0764,34262,Moheda
7435800,0764,34262,Moheda
7435801,0764,36030,Lammhult
7435802,0764,34236,Alvesta
7435804,0764,34032,Grimslöv
7435806,0764,34252,Vislanda
7435807,0764,34252,Vislanda
7435810,0764,34250,Vislanda
7435811,0764,34290,Benestad
7435812,0764,34261,Moheda
7435813,0764,34260,Moheda
7435815,0764,34250,Vislanda
7435817,0764,34032,Grimslöv
7435818,0764,34292,Alvesta
7435819,0764,34036,Moheda
7435820,0764,34290,Alvesta
7435821,0764,34030,Vislanda
7435822,0764,34293,Alvesta
7435823,0764,34295,Alvesta
7435824,0764,34290,Alvesta
7435825,0764,34291,Blädinge
7435826,0764,34291,Blädinge
7435827,0764,34291,Blädinge
