gtfsid,scbid,zip,city
7435828,0764,34291,Alvesta
7435829,0764,34253,Lönashult
7435830,0764,34253,Lönashult
7435831,0764,34234,Alvesta
7435832,2029,79341,Insjön
7435834,2031,79530,Rättvik
7435835,2061,77790,Smedjebacken
7435836,2082,78332,Säter
7435841,1401,43836,Landvetter
7435844,0761,36050,Lessebo
7435845,1473,54534,Töreboda
7435847,0761,36050,Lessebo
7435848,1496,54148,Skövde
7435849,0761,36050,Lessebo
7435850,1496,54150,Skövde
7435851,0761,36050,Lessebo
7435853,0761,36050,Lessebo
7435854,1494,53191,Vinninga
7435855,0761,36050,Lessebo
7435856,1495,53233,Skara
7435857,0761,36050,Lessebo
7435858,1498,52235,Tidaholm
7435859,0761,36050,Lessebo
7435860,1498,52231,Tidaholm
7435861,0761,36051,Hovmantorp
7435863,0761,36051,Hovmantorp
7435866,0761,36051,Hovmantorp
7435867,1463,51197,Hajom
7435868,0761,36051,Hovmantorp
7435869,1463,51156,Kinna
7435870,1465,51294,Svenljunga
7435871,0761,36051,Hovmantorp
7435872,1465,51294,Svenljunga
7435873,0761,36050,Lessebo
7435874,1465,51294,Svenljunga
7435875,0761,36050,Lessebo
7435876,1465,51294,Svenljunga
7435877,0761,36052,Kosta
7435878,1465,51294,Svenljunga
7435879,0761,36052,Kosta
7435880,1465,51294,Svenljunga
7435881,0761,36052,Kosta
7435882,1465,51294,Örsås
7435883,0761,36052,Kosta
7435884,2080,79138,Falun
7435885,0761,36052,Kosta
7435886,1465,51261,Kalv
7435887,0761,36052,Kosta
7435888,1465,51261,Kalv
7435889,0761,36052,Kosta
7435890,1465,51261,Kalv
7435891,1465,51263,Östra Frölunda
7435892,0761,36050,Lessebo
7435894,0761,36050,Lessebo
7435895,1465,51263,Östra Frölunda
7435896,0761,36053,Skruv
7435897,1465,51295,Håcksvik
7435898,1465,51295,Håcksvik
7435899,0761,36053,Skruv
7435900,2081,78194,Borlänge
7435901,0761,36053,Skruv
7435902,1382,31063,Älvsered
7435903,1382,31063,Älvsered
7435904,0761,36053,Skruv
7435908,0761,36051,Hovmantorp
7435910,0761,36050,Lessebo
7435911,1082,37590,Mörrum
7435912,0761,36051,Hovmantorp
7435913,0761,36053,Skruv
7435915,0761,36053,Skruv
7435916,1472,54351,Tibro
7435917,0761,36050,Lessebo
7435919,0761,36050,Lessebo
7435920,1499,52140,Falköping
7435921,0761,36050,Lessebo
7435922,0761,36052,Kosta
7435923,0761,36050,Lessebo
7435924,0761,36053,Skruv
7435925,0781,34132,Ljungby
7435928,0781,34132,Ljungby
7435929,2281,85239,Sundsvall
7435930,2281,85239,Sundsvall
7435931,0781,34191,Ljungby
7435932,2281,85240,Sundsvall
7435933,0781,34191,Ljungby
7435934,2281,85238,Sundsvall
7435935,0781,34191,Ljungby
7435936,2281,85234,Sundsvall
7435937,2281,85234,Sundsvall
7435938,0781,34191,Ljungby
7435939,2281,85640,Sundsvall
7435940,0781,34013,Hamneda
7435941,1490,50455,Borås
7435942,0781,34013,Hamneda
7435944,0781,34013,Hamneda
7435946,0781,34013,Hamneda
7435949,0781,34013,Hamneda
7435950,2281,85652,Sundsvall
7435951,0781,34013,Hamneda
7435952,0380,75239,Uppsala
7435954,0781,34013,Hamneda
7435956,0781,34013,Hamneda
7435957,2281,85652,Sundsvall
7435958,0781,34013,Hamneda
7435959,2281,85653,Sundsvall
7435961,2281,85653,Sundsvall
7435962,0781,34013,Hamneda
7435963,2281,85631,Sundsvall
7435964,0781,28792,Traryd
7435965,2281,85631,Sundsvall
7435968,0781,34012,Annerstad
7435971,0781,34012,Annerstad
7435973,0781,34012,Annerstad
7435975,0781,34012,Annerstad
7435976,2262,86138,Bergeforsen
7435977,0781,34010,Lidhult
7435979,0781,34010,Lidhult
7435980,2262,86035,Söråker
7435981,0781,34010,Lidhult
7435982,2280,87154,Harnosand
7435983,0781,34010,Lidhult
7435985,0781,34010,Lidhult
7435986,2303,84073,Bispgården
7435987,0781,34010,Lidhult
7435988,2521,98061,Tärendö
7435989,1780,65342,Karlstad
7435990,0781,34010,Lidhult
7435991,1783,68330,Hagfors
7435993,1761,66341,Skoghall
7435994,0781,34010,Lidhult
7435995,1496,54931,Tidan
7435996,0781,34010,Lidhult
7435997,0180,11157,Stockholm
7435998,0781,34012,Annerstad
7436000,0781,34194,Annerstad
7436002,0781,34012,Annerstad
7436004,0781,34012,Annerstad
7436005,0182,13152,Nacka Strand
7436006,0781,34012,Annerstad
7436008,0781,34012,Annerstad
7436009,0117,18697,Brottby
7436010,0781,34012,Annerstad
7436011,0128,14452,Rönninge
7436012,0781,34012,Annerstad
7436013,1737,68065,Höljes
7436014,0781,34012,Annerstad
7436015,1761,66334,Skoghall
7436016,0781,34012,Annerstad
7436017,1761,66334,Skoghall
7436018,1761,66341,Skoghall
7436019,1761,66341,Skoghall
7436020,0781,34012,Annerstad
7436021,1780,65342,Karlstad
7436022,0781,34012,Annerstad
7436025,0781,34012,Annerstad
7436026,1780,65350,Skåre
7436027,0781,34010,Lidhult
7436028,1780,65350,Skåre
7436029,1780,65226,Karlstad
7436030,0781,34010,Lidhult
7436032,0781,34010,Lidhult
7436033,1230,24564,Hjärup
7436034,0781,34010,Lidhult
7436036,0781,34010,Lidhult
7436037,1257,28695,Eket
7436038,0781,34010,Lidhult
7436040,0781,34010,Lidhult
7436042,1280,21421,Malmo
7436043,0781,34010,Lidhult
7436044,1283,25468,Helsingborg
7436045,0781,34010,Lidhult
7436046,1283,25437,Helsingborg
7436047,0781,34194,Annerstad
7436048,1283,25247,Helsingborg
7436049,0781,34194,Bolmen
7436050,1283,25591,Helsingborg
7436051,0781,34194,Ljungby
7436052,1283,26035,Ödåkra
7436053,0781,34194,Ljungby
7436054,0781,34194,Ljungby
7436055,1283,26035,Ödåkra
7436056,0781,34194,Ljungby
7436057,1283,26035,Ödåkra
7436058,0781,34194,Angelstad
7436059,1287,23192,Böste Läge
7436060,1287,23143,Trelleborg
7436061,0781,34194,Angelstad
7436063,0781,34194,Angelstad
7436065,0781,34194,Ljungby
7436066,2582,96150,Sävastön
7436067,0781,34194,Ljungby
7436069,0781,34194,Ljungby
7436070,0781,34194,Ljungby
7436071,2582,96196,Vittjärv
7436072,0781,34194,Ljungby
7436075,0781,34015,Vittaryd
7436076,0781,34195,Ljungby
7436078,0781,34134,Ljungby
7436079,0781,34135,Ljungby
7436081,0781,34135,Ljungby
7436083,0781,34135,Ljungby
7436086,0781,34135,Ljungby
7436087,2582,96136,Boden
7436088,0781,34196,Ljungby
7436091,0781,34196,Ljungby
7436093,0781,34176,Ryssby
7436096,2582,96138,Boden
7436097,0781,34176,Ryssby
7436099,0781,34176,Ryssby
7436101,0781,34014,Lagan
7436103,0781,34014,Lagan
7436104,2582,96148,Sävast
7436105,0781,34014,Lagan
7436107,0781,34195,Ljungby
7436108,2582,96140,Boden
7436109,0781,34195,Ljungby
7436110,2582,96137,Boden
7436111,0781,34195,Ljungby
7436113,0781,34196,Ljungby
7436115,2582,96140,Boden
7436117,0781,34193,Bolmsö
7436119,0781,34193,Bolmsö
7436121,0781,34193,Bolmsö
7436122,2582,96144,Boden
7436124,0781,34015,Vittaryd
7436126,0781,34015,Vittaryd
7436127,2582,96139,Boden
7436129,0781,34015,Vittaryd
7436131,0781,34015,Vittaryd
7436133,0781,34015,Vittaryd
7436134,2582,96131,Boden
7436135,0781,34015,Vittaryd
7436137,0781,34015,Vittaryd
7436138,2582,96142,Boden
7436139,0781,34015,Vittaryd
7436141,0781,34015,Vittaryd
7436142,2582,96161,Boden
7436143,0781,34015,Vittaryd
7436145,0781,34015,Vittaryd
7436146,2582,96133,Boden
7436147,0781,34015,Vittaryd
7436149,0781,34014,Lagan
7436150,2582,96144,Boden
7436151,0781,34014,Lagan
7436153,2582,96133,Boden
7436156,2582,96176,Boden
7436157,0781,34014,Lagan
7436160,0781,34014,Lagan
7436162,0781,34196,Ljungby
7436164,0781,34176,Ryssby
7436166,0781,34176,Ryssby
7436168,0781,34176,Ryssby
7436169,2582,96142,Buddbyn
7436170,0781,34176,Ryssby
7436175,2582,96139,Boden
7436176,0683,33017,Rydaholm
7436177,2582,96143,Boden
7436178,0781,34177,Agunnaryd
7436179,2582,96167,Boden
7436181,0781,34177,Agunnaryd
7436183,0781,34177,Agunnaryd
7436184,2582,96174,Boden
7436185,0781,34177,Agunnaryd
7436187,0781,34177,Agunnaryd
7436188,2582,96164,Boden
7436189,2582,96145,Boden
7436190,0781,34177,Agunnaryd
7436192,0781,34177,Agunnaryd
7436193,2582,96167,Boden
7436204,0781,34139,Ljungby
7436206,0781,34139,Ljungby
7436207,2523,98299,Gällivare
7436208,0781,34139,Ljungby
7436210,0781,34138,Ljungby
7436212,0781,34130,Ljungby
7436213,2523,98042,Ullatti
7436214,0781,34191,Ljungby
7436216,0781,34196,Ljungby
7436218,0781,34191,Ljungby
7436220,0781,34191,Ljungby
7436222,0781,34191,Ljungby
7436224,0781,34191,Ljungby
7436225,0586,59535,Mjölby
7436226,0781,34191,Ljungby
7436227,2422,92070,Sorsele
7436228,2422,92072,Blattnicksele
7436229,0781,34013,Hamneda
7436230,2421,92064,Tärnaby
7436231,2421,92064,Tärnaby
7436232,0781,34013,Hamneda
7436235,2482,93494,Kåge
7436236,0781,34013,Hamneda
7436238,0781,34013,Hamneda
7436240,0781,34196,Ljungby
7436242,0781,34196,Ljungby
7436244,0781,34196,Ljungby
7436246,0781,34196,Ljungby
7436248,0781,34176,Ryssby
7436250,0781,34176,Ryssby
7436253,0781,34176,Ryssby
7436255,0781,34176,Ryssby
7436257,0781,34176,Ryssby
7436260,0781,34176,Ryssby
7436262,0781,34176,Ryssby
7436264,0781,34176,Ryssby
7436267,0781,34176,Ryssby
7436268,2313,83332,Strömsund
7436269,0781,34176,Ryssby
7436271,0781,34136,Ljungby
7436298,0781,34132,Ljungby
7436300,0781,34132,Ljungby
7436301,2080,79022,Sågmyra
7436302,0781,34137,Ljungby
7436303,2080,79161,Falun
7436304,0781,34137,Ljungby
7436305,0781,34137,Ljungby
7436306,2080,79020,Grycksbo
7436307,0781,34137,Ljungby
7436308,2080,79193,Falun
7436309,0781,34137,Ljungby
7436310,2580,97238,Lulea
7436311,0781,34137,Ljungby
7436313,0781,34137,Ljungby
7436315,0781,34137,Ljungby
7436317,0781,34138,Ljungby
7436319,0781,34138,Ljungby
7436321,0781,34138,Ljungby
7436323,0781,34138,Ljungby
7436325,0781,34138,Ljungby
7436326,2580,95442,Södra Sunderbyn
7436327,0781,34131,Ljungby
7436329,0781,34131,Ljungby
7436330,2580,97238,Lulea
7436331,0781,34131,Ljungby
7436332,2580,97596,Lulea
7436334,0781,34014,Lagan
7436335,2580,97231,Lulea
7436336,0781,34139,Ljungby
7436338,0781,34195,Ljungby
7436339,0781,34195,Ljungby
7436340,0781,34177,Agunnaryd
7436342,0781,34012,Annerstad
7436343,0781,34013,Hamneda
7436344,0781,34013,Hamneda
7436345,0781,34013,Hamneda
7436346,0781,34013,Hamneda
7436347,0781,34010,Lidhult
7436349,0781,34015,Vittaryd
7436350,0781,34015,Vittaryd
7436351,0781,34015,Vittaryd
7436352,0781,34015,Vittaryd
7436353,0781,34176,Ryssby
7436354,0781,34176,Ryssby
7436355,0781,34014,Lagan
7436356,2580,97231,Lulea
7436357,0781,34014,Lagan
7436358,0781,34196,Ljungby
7436362,0781,34014,Lagan
7436363,0781,34015,Vittaryd
7436365,0781,34130,Ljungby
7436370,0781,34176,Ryssby
7436371,0781,34135,Ljungby
7436372,0781,34013,Hamneda
7436373,0781,34132,Ljungby
7436374,0781,34010,Lidhult
7436376,0781,34196,Ljungby
7436377,0781,34013,Hamneda
7436378,0781,34013,Hamneda
7436379,0781,34013,Hamneda
7436380,0781,34013,Hamneda
7436397,0767,28532,Markaryd
7436398,0767,28532,Markaryd
7436399,0767,28591,Markaryd
7436401,0767,28591,Markaryd
7436403,0767,28591,Markaryd
7436405,0767,28591,Markaryd
7436407,0767,28591,Södra Århult
7436408,0767,28591,Södra Århult
7436410,0767,28533,Markaryd
7436413,0767,28531,Markaryd
7436415,0767,28538,Markaryd
7436420,0767,28591,Timsfors
7436422,0767,28591,Markaryd
7436424,0767,28591,Markaryd
7436426,0767,28791,Strömsnäsbruk
7436428,0767,28791,Strömsnäsbruk
7436430,0767,28791,Strömsnäsbruk
7436432,0767,28733,Strömsnäsbruk
7436434,0767,28733,Strömsnäsbruk
7436436,0767,28734,Strömsnäsbruk
7436437,2580,97241,Lulea
7436438,0767,28734,Strömsnäsbruk
7436440,0767,28772,Traryd
7436442,0767,28772,Traryd
7436444,0767,28772,Traryd
7436446,0767,28792,Traryd
7436449,0767,28593,Markaryd
7436451,0767,28593,Markaryd
7436454,0767,28793,Strömsnäsbruk
7436455,2580,97234,Lulea
7436456,2580,97241,Lulea
7436458,2580,97236,Lulea
7436459,0767,28593,Markaryd
7436460,2580,97238,Lulea
7436461,0767,28593,Markaryd
7436463,0767,28593,Markaryd
7436464,2480,91020,Hörnefors
7436465,0767,28537,Markaryd
7436467,0767,28793,Strömsnäsbruk
7436469,0767,28734,Strömsnäsbruk
7436472,2580,97232,Lulea
7436473,0767,28533,Markaryd
7436480,0763,36010,Ryd
7436482,0763,36010,Ryd
7436484,0763,36010,Ryd
7436486,0763,36010,Ryd
7436515,2580,97233,Lulea
7436516,0763,36013,Urshult
7436518,0763,36013,Urshult
7436519,2580,97238,Lulea
7436520,0763,36013,Urshult
7436522,0763,36010,Ryd
7436525,2580,97236,Lulea
7436526,0763,36010,Ryd
7436528,0763,36010,Ryd
7436529,2580,97232,Lulea
7436530,2580,97235,Lulea
7436534,0763,36010,Ryd
7436536,0763,36010,Ryd
7436537,0763,36010,Ryd
7436539,0763,36010,Ryd
7436541,0763,36010,Ryd
7436544,0763,36010,Ryd
7436546,0763,36014,Väckelsång
7436548,0763,36014,Väckelsång
7436550,0763,36014,Väckelsång
7436552,0763,36014,Väckelsång
7436553,2580,97241,Lulea
7436554,2580,97238,Lulea
7436555,0763,36014,Väckelsång
7436556,2580,97241,Lulea
7436557,0763,36014,Väckelsång
7436559,0763,36014,Väckelsång
7436560,0763,36014,Väckelsång
7436562,0763,36014,Väckelsång
7436564,0763,36014,Väckelsång
7436566,0763,36014,Väckelsång
7436568,0763,36291,Väckelsång
7436570,0763,36291,Tingsryd
7436572,0763,36291,Tingsryd
7436574,0763,36232,Tingsryd
7436575,2580,97754,Lulea
7436576,2580,97754,Lulea
7436577,0763,36232,Tingsryd
7436579,0763,36024,Linneryd
7436581,0763,36291,Tingsryd
7436582,2580,97596,Lulea
7436583,0763,36291,Tingsryd
7436585,0763,36291,Tingsryd
7436587,0763,36013,Urshult
7436589,0763,36013,Urshult
7436591,0763,36013,Urshult
7436593,0763,36013,Urshult
7436595,0763,36013,Urshult
7436597,0763,36024,Linneryd
7436600,0763,36024,Linneryd
7436601,0380,74030,Björklinge
7436602,0763,36024,Linneryd
7436604,0763,36024,Linneryd
7436607,0763,36023,Älmeboda
7436609,0763,36023,Älmeboda
7436611,0763,36023,Älmeboda
7436613,0763,36023,Älmeboda
7436614,2580,97596,Lulea
7436615,2580,97596,Lulea
7436616,0763,36023,Älmeboda
7436618,0763,36023,Älmeboda
7436620,0763,36023,Älmeboda
7436624,0763,36293,Tingsryd
7436625,2580,97596,Rutvik
7436626,0763,36293,Tingsryd
7436627,2580,97596,Rutvik
7436630,0763,36293,Tingsryd
7436632,2580,97596,Rutvik
7436633,2580,97596,Rutvik
7436636,0763,36294,Tingsryd
7436638,0763,36294,Tingsryd
7436640,0763,36294,Tingsryd
7436642,0763,36294,Hensmåla
7436645,0763,36294,Tingsryd
7436648,0763,36294,Tingsryd
7436650,0763,36294,Tingsryd
7436652,0763,36231,Tingsryd
7436654,0763,36230,Tingsryd
7436657,0763,36230,Tingsryd
7436660,0763,36291,Tingsryd
7436661,2582,96191,Boden
7436662,0763,36291,Tingsryd
7436664,0763,36291,Tingsryd
7436666,0763,36024,Linneryd
7436668,0763,36024,Linneryd
7436671,0763,36024,Linneryd
7436673,0763,36024,Linneryd
7436675,0763,36024,Linneryd
7436676,2580,97596,Rutvik
7436677,0763,36024,Linneryd
7436679,0763,36024,Linneryd
7436681,0763,36024,Linneryd
7436683,0763,36024,Linneryd
7436685,0763,36291,Tingsryd
7436687,0763,36013,Urshult
7436689,0763,36014,Väckelsång
7436702,0763,36292,Tingsryd
7436723,0763,36014,Väckelsång
7436783,0763,36024,Linneryd
7436888,0763,36014,Väckelsång
7436894,0763,36014,Väckelsång
7436914,0763,36023,Älmeboda
7436942,0763,36291,Tingsryd
7436944,0760,36072,Klavreström
7436946,0760,36071,Norrhult
7436948,0760,36071,Norrhult
7436950,0760,36071,Norrhult
7436951,0760,36071,Norrhult
7436953,0760,36071,Norrhult
7436955,0760,57010,Korsberga
7436957,0760,57010,Korsberga
7436959,0760,36072,Klavreström
7436961,0760,36071,Norrhult
7436963,0760,36071,Norrhult
7436965,0760,36071,Norrhult
7436968,0760,36071,Norrhult
7436970,0760,36071,Norrhult
7436972,0760,36071,Norrhult
7436973,2580,97596,Lulea
7436974,2580,97245,Lulea
7436976,0760,36071,Norrhult
7436979,0760,36070,Åseda
7436980,2580,97432,Lulea
7436981,0760,36070,Åseda
7436984,0760,36070,Åseda
7436986,0760,36070,Åseda
7436988,0760,36070,Åseda
7436991,0760,36070,Åseda
7436995,0760,36070,Åseda
7436997,0760,36070,Åseda
7437001,0760,36070,Åseda
7437003,0760,36070,Åseda
7437006,0760,36076,Älghult
7437010,0760,36076,Älghult
7437012,0760,36073,Lenhovda
7437015,0760,36073,Lenhovda
7437017,0760,36071,Norrhult
7437019,0760,36071,Norrhult
7437021,0760,36071,Norrhult
7437023,0760,36071,Norrhult
7437025,0760,36071,Norrhult
7437028,0760,36073,Lenhovda
7437031,0760,36073,Lenhovda
7437033,0760,36073,Lenhovda
7437035,0760,36073,Lenhovda
7437037,0760,36073,Lenhovda
7437039,0760,36073,Lenhovda
7437042,0760,36076,Älghult
7437044,0760,36076,Älghult
7437048,0760,36076,Älghult
7437050,0760,36076,Älghult
7437052,0760,36075,Alstermo
7437055,0760,36075,Alstermo
7437058,0760,36075,Alstermo
7437059,2580,97432,Lulea
7437060,0760,36075,Alstermo
7437061,1489,44195,Alingsås
7437062,1401,43542,Mölnlycke
7437063,1384,43031,Åsa
7437064,0760,36075,Alstermo
7437065,2580,97433,Lulea
7437066,0760,36075,Alstermo
7437067,2580,97433,Lulea
7437073,2580,97433,Lulea
7437074,0760,36070,Åseda
7437075,0760,36070,Åseda
7437078,0760,36071,Norrhult
7437079,0760,36071,Norrhult
7437080,0760,36070,Åseda
7437081,2480,90738,Umea
7437082,2580,97434,Lulea
7437083,2580,97434,Lulea
7437084,2580,97434,Lulea
7437085,2580,97434,Lulea
7437086,2580,97436,Lulea
7437087,2580,97437,Lulea
7437088,2580,97437,Lulea
7437089,2580,97437,Lulea
7437090,2580,97437,Lulea
7437091,2580,97437,Lulea
7437092,0780,36030,Lammhult
7437093,0682,57141,Nässjö
7437098,2580,97437,Lulea
7437100,2580,97432,Lulea
7437101,0765,34336,Älmhult
7437102,2580,97439,Lulea
7437104,2580,97439,Lulea
7437105,0765,34394,Älmhult
7437106,2580,97451,Lulea
7437107,0765,34394,Älmhult
7437108,2580,97451,Lulea
7437109,0765,34394,Älmhult
7437110,2580,97452,Lulea
7437111,0765,34394,Älmhult
7437112,2580,97452,Lulea
7437113,0765,34394,Älmhult
7437114,2580,97452,Lulea
7437115,0765,34394,Älmhult
7437116,2580,97453,Lulea
7437117,0765,34395,Älmhult
7437118,2480,90742,Umea
7437119,0765,34395,Älmhult
7437121,2580,97455,Lulea
7437122,0765,34397,Älmhult
7437123,2580,97455,Lulea
7437124,0765,34397,Älmhult
7437125,2580,97453,Lulea
7437127,0765,34397,Älmhult
7437128,2580,97454,Lulea
7437129,2580,97455,Lulea
7437130,0765,34397,Älmhult
7437131,2580,97454,Lulea
7437132,0765,34397,Älmhult
7437133,2580,97455,Lulea
7437134,0765,34397,Älmhult
7437135,2580,97245,Lulea
7437136,0765,34372,Eneryda
7437137,2580,97245,Lulea
7437138,2580,97432,Lulea
7437139,2580,97436,Lulea
7437140,0765,34372,Eneryda
7437141,2580,97435,Lulea
7437142,0765,34372,Eneryda
7437143,2580,97438,Lulea
7437144,0765,34374,Liatorp
7437145,2580,97438,Lulea
7437146,0765,34374,Liatorp
7437147,2580,97439,Lulea
7437148,0765,34374,Liatorp
7437149,2580,97439,Lulea
7437150,0765,34393,Älmhult
7437151,0380,75309,Uppsala
7437152,0765,34393,Älmhult
7437153,2580,97434,Lulea
7437154,0765,34393,Älmhult
7437155,2580,97441,Lulea
7437156,2580,97441,Lulea
7437157,0765,34393,Älmhult
7437158,2580,97441,Lulea
7437159,0765,34393,Älmhult
7437160,2580,97451,Lulea
7437161,0765,34393,Älmhult
7437163,0765,34393,Älmhult
7437164,2580,97451,Lulea
7437165,0765,34393,Älmhult
7437166,2580,97451,Lulea
7437167,0765,34394,Älmhult
7437168,2580,97442,Lulea
7437169,0765,34394,Älmhult
7437170,2580,97442,Lulea
7437171,0765,34334,Älmhult
7437172,2580,97443,Lulea
7437173,2580,97443,Lulea
7437174,0765,34334,Älmhult
7437175,2580,97441,Lulea
7437177,0765,34334,Älmhult
7437178,0765,34334,Älmhult
7437179,2580,97242,Lulea
7437180,0765,34334,Älmhult
7437181,2580,97242,Lulea
7437182,0765,34334,Älmhult
7437184,2580,97242,Lulea
7437185,2580,97242,Lulea
7437186,0765,34334,Älmhult
7437190,0765,34334,Älmhult
7437192,0765,34334,Älmhult
7437193,2580,97632,Lulea
7437194,0765,34374,Liatorp
7437195,2580,97633,Lulea
7437196,0765,34374,Liatorp
7437197,2580,97632,Lulea
7437198,0765,34373,Virestad
7437199,2580,97634,Lulea
7437200,0765,34373,Virestad
7437201,2580,97634,Lulea
7437202,0765,34373,Virestad
7437203,2580,97631,Lulea
7437204,0765,34374,Liatorp
7437205,2580,97631,Lulea
7437206,2580,97331,Lulea
7437207,0765,34374,Liatorp
7437208,2580,97331,Lulea
7437209,0765,34374,Liatorp
7437210,2580,97331,Lulea
7437211,0765,34374,Diö
7437212,2580,97333,Lulea
7437213,0765,34374,Diö
7437214,2580,97332,Lulea
7437215,0765,34371,Diö
7437216,2580,97332,Lulea
7437217,0765,34371,Diö
7437218,2580,97333,Lulea
7437219,0765,34371,Diö
7437221,2580,97334,Lulea
7437222,2580,97334,Lulea
7437223,0765,34371,Diö
7437224,2580,97334,Lulea
7437225,0765,34371,Diö
7437226,2580,97334,Lulea
7437227,0765,34371,Diö
7437228,2580,97347,Lulea
7437229,0765,34390,Älmhult
7437230,0765,34390,Älmhult
7437231,2580,97347,Lulea
7437232,0305,74632,Bålsta
7437233,0765,34337,Älmhult
7437234,2580,97751,Lulea
7437235,2580,97751,Lulea
7437236,2580,97752,Lulea
7437237,0765,34337,Älmhult
7437238,2580,97753,Lulea
7437239,2580,97753,Lulea
7437240,2580,97754,Lulea
7437241,0765,34331,Älmhult
7437242,1080,37134,Karlskrona
7437243,2580,97754,Lulea
7437244,2580,97754,Lulea
7437245,0765,34331,Älmhult
7437246,2580,97754,Lulea
7437247,0765,34334,Älmhult
7437248,2580,97754,Lulea
7437249,2580,97754,Lulea
7437250,2580,97755,Lulea
7437251,2580,97596,Lulea
7437252,0765,34334,Älmhult
7437253,2580,97596,Lulea
7437255,2580,97253,Lulea
7437256,0765,34390,Älmhult
7437257,2580,97253,Lulea
7437258,0765,34390,Älmhult
7437259,1083,29434,Sölvesborg
7437260,0765,34390,Älmhult
7437261,0680,55317,Jonkoping
7437262,2580,97594,Lulea
7437263,0765,34391,Älmhult
7437264,0680,56242,Taberg
7437265,0765,34391,Älmhult
7437266,2580,97594,Karlsvik
7437267,0765,34391,Älmhult
7437268,2580,97594,Lulea
7437269,0765,34391,Älmhult
7437270,2580,97594,Lulea
7437271,0765,34391,Älmhult
7437272,2580,97345,Gammelstad
7437273,0765,34391,Älmhult
7437274,2580,97345,Gammelstad
7437275,0765,34391,Älmhult
7437276,2580,97345,Gammelstad
7437277,0765,34392,Häradsbäck
7437278,2580,97253,Lulea
7437279,0680,55449,Jonkoping
7437280,0765,34392,Häradsbäck
7437281,2580,97253,Lulea
7437282,0765,34392,Häradsbäck
7437283,2580,97253,Lulea
7437284,0765,34392,Häradsbäck
7437285,2580,97253,Lulea
7437286,0765,34392,Häradsbäck
7437287,2580,97252,Lulea
7437288,0765,34392,Häradsbäck
7437289,2580,97251,Lulea
7437290,0765,34337,Älmhult
7437291,0765,34337,Älmhult
7437292,0765,34337,Älmhult
7437293,0765,34337,Älmhult
7437295,0765,34331,Älmhult
7437296,0765,34336,Älmhult
7437297,2580,97251,Lulea
7437298,0765,34336,Älmhult
7437299,2580,97251,Lulea
7437311,0765,34390,Älmhult
7437312,2580,97251,Lulea
7437313,0765,34372,Eneryda
7437314,0765,34372,Eneryda
7437315,0765,34331,Älmhult
7437318,2580,97251,Lulea
7437319,2580,97251,Lulea
7437320,2580,97251,Lulea
7437321,2580,97251,Lulea
7437322,2580,97334,Lulea
7437323,2580,97334,Lulea
7437324,2580,97341,Lulea
7437326,2510,96205,Kåbdalis
7437327,2580,97341,Lulea
7437328,2580,97342,Lulea
7437329,2580,97343,Lulea
